shape,credit,songs,removed,decision,reviewed_by,harvested,candidates,examples,confidence,labels,matched_label
multi,Johnny Mathis & Deniece Williams,1,& Deniece Williams,Q449612,assistant,"Q449612 Johnny Mathis [spotify, mb]","Q449612 Johnny Mathis [human, spotify, mb, via 'Johnny Mathis']
Q1702358 Johnny ""Country"" Mathis ~ ""Country"" Johnny Mathis [human, mb, via 'Johnny Mathis']","Too Much, Too Little, Too Late (1978)",assistant,Johnny Mathis & Deniece Williams | Johnny Mathis,Johnny Mathis
multi,Jon and Sondra Steele,1,and Sondra Steele,,,,"Q127457 Jon Nørgaard [human, spotify, mb, via 'Jon']
Q1702838 Jon Rose [human, mb, via 'Jon']
Q11310696 Jon the Dog [human, mb, via 'Jon']",My Happiness (1948),multi,Jon and Sondra Steele | Jon,Jon
multi,Khalid & Normani,1,& Normani,Q28816483,assistant,"Q28816483 Khalid [spotify, mb]","Q28816483 Khalid ~ Khalid (singer) [human, spotify, mb, via 'Khalid']
Q125066346 Khalid ~ Khalid (Bangladeshi singer) [human, mb, via 'Khalid']",Love Lies (2018),assistant,Khalid & Normani | Khalid,Khalid
multi,Labelle,1,,Q1426945,assistant,"Q1426945 Labelle [spotify, mb]","Q1426945 Labelle [musical group, spotify, mb]
Q60485058 Labelle [human, spotify, mb]",Lady Marmalade (1975),assistant,Labelle,Labelle
multi,Len,1,,Q2301037,assistant,"Q2301037 Len [spotify, mb]","Q2301037 Len ~ Len (band) [rock band, spotify, mb]
Q105906250 Len [human, mb]",Steal My Sunshine (1999),assistant,Len,Len
multi,Leon Thomas,1,,Q714375,assistant,"Q714375 Leon Thomas III [spotify, mb]","Q714375 Leon Thomas III ~ Leon Thomas [human, spotify, mb]
Q1497852 Leon Thomas ~ Leon Thomas (jazz singer) [human, spotify, mb]",Mutt (2025),assistant,Leon Thomas,Leon Thomas
multi,Lukas Graham,1,,Q300935,assistant,"Q300935 Lukas Graham [spotify, mb]","Q300935 Lukas Graham [musical group, spotify, mb]
Q15125833 Lukas Graham ~ Lukas Forchhammer [human, mb]",7 Years (2016),assistant,Lukas Graham,Lukas Graham
multi,Lulu,1,,,,,"Q255945 Louise Hay [human, mb]
Q715783 Li Xiaolu [human, mb]
Q22773601 Huang Lu Tzu-yin ~ Lulu Huang Lu Zi Yin [human, mb]
Q97388806 Luise Fuckface [human, mb]
Q229716 Lulu ~ Lulu (singer) [human, spotify, mb]",To Sir with Love (1967),multi,Lulu,Lulu
multi,Manfred Mann,1,,Q319265,assistant,"Q319265 Manfred Mann [spotify, mb]","Q319265 Manfred Mann [musical group, spotify, mb]
Q2583577 Manfred Mann ~ Manfred Mann (musician) [human, mb]",Do Wah Diddy Diddy (1964),assistant,Manfred Mann,Manfred Mann
multi,Mario,1,,Q177131,assistant,"Q177131 Mario [spotify, mb]","Q12379 Mario [mascot character/video game character/fictional human, mb]
Q177131 Mario ~ Mario (American singer) [human, spotify, mb]
Q11583336 Mario [human, mb]
Q12594537 Mario [human, mb]
Q65016032 Mario [human, mb]",Let Me Love You (2005),assistant,Mario,Mario
multi,Maxwell,1,,Q1378643,assistant,"Q1378643 Maxwell [spotify, mb]","Q1378643 Maxwell ~ Maxwell (musician) [human, spotify, mb]
Q24008618 Maxwell [human, spotify, mb]",Fortunate (1999),assistant,Maxwell,Maxwell
multi,Michael Bolton,1,,Q312514,assistant,"Q312514 Michael Bolton [spotify, mb]","Q312514 Michael Bolton [human, spotify, mb]
Q62572862 Mick Bolton [human, mb]",How Am I Supposed to Live Without You (1990),assistant,Michael Bolton,Michael Bolton
multi,Morton Downey,1,,Q3865974,assistant,Q3865974 Morton Downey [mb],"Q3865974 Morton Downey [human, mb]
Q2423759 Morton Downey Jr. [human, mb]",Wabash Moon (1931),assistant,Morton Downey,Morton Downey
multi,Nelly featuring City Spud,1,featuring City Spud,Q218992,assistant,"Q218992 Nelly [spotify, mb]","Q218992 Nelly [human, spotify, mb, via 'Nelly']
Q3874508 Nelly Fioramonti [human, mb, via 'Nelly']
Q60673695 Nelly Řehořová [human, mb, via 'Nelly']",Ride wit Me (2001),assistant,Nelly featuring City Spud | Nelly,Nelly
multi,Nelly featuring Jaheim,1,featuring Jaheim,Q218992,assistant,"Q218992 Nelly [spotify, mb]","Q218992 Nelly [human, spotify, mb, via 'Nelly']
Q3874508 Nelly Fioramonti [human, mb, via 'Nelly']
Q60673695 Nelly Řehořová [human, mb, via 'Nelly']",My Place (2004),assistant,Nelly featuring Jaheim | Nelly,Nelly
multi,Nelly featuring Kelly Rowland,1,featuring Kelly Rowland,Q218992,assistant,"Q218992 Nelly [spotify, mb]","Q218992 Nelly [human, spotify, mb, via 'Nelly']
Q3874508 Nelly Fioramonti [human, mb, via 'Nelly']
Q60673695 Nelly Řehořová [human, mb, via 'Nelly']",Dilemma (2002),assistant,Nelly featuring Kelly Rowland | Nelly,Nelly
multi,"Nelly featuring Paul Wall, Ali & Gipp",1,"featuring Paul Wall, Ali & Gipp",Q218992,assistant,"Q218992 Nelly [spotify, mb]","Q218992 Nelly [human, spotify, mb, via 'Nelly']
Q3874508 Nelly Fioramonti [human, mb, via 'Nelly']
Q60673695 Nelly Řehořová [human, mb, via 'Nelly']",Grillz (2006),assistant,"Nelly featuring Paul Wall, Ali & Gipp | Nelly",Nelly
multi,"Nelly, P. Diddy and Murphy Lee",1,", P. Diddy and Murphy Lee",Q218992,assistant,"Q218992 Nelly [spotify, mb]","Q218992 Nelly [human, spotify, mb, via 'Nelly']
Q3874508 Nelly Fioramonti [human, mb, via 'Nelly']
Q60673695 Nelly Řehořová [human, mb, via 'Nelly']",Shake Ya Tailfeather (2003),assistant,"Nelly, P. Diddy and Murphy Lee | Nelly",Nelly
multi,Nena,1,,Q739570,assistant,"Q739570 Nena [spotify, mb]","Q153996 Nena [human, spotify, mb]
Q739570 Nena ~ Nena (band) [musical group, spotify, mb]",99 Luftballons (1984),assistant,Nena,Nena
multi,Next,1,,Q339671,assistant,Q339671 Next [mb],"Q339671 Next ~ Next (American group) [musical group, mb]
Q22320398 DJ Next [human, spotify, mb]",Too Close (1998),assistant,Next,Next
multi,Nirvana,1,,Q11649,assistant,"Q11649 Nirvana [spotify, mb]","Q7040129 Nirvana 2002 [musical group, spotify, mb]
Q11649 Nirvana ~ Nirvana (band) [musical group/rock band, spotify, mb]
Q1855965 Nirvana ~ Nirvana (British band) [rock band, mb]",Smells Like Teen Spirit (1991),assistant,Nirvana,Nirvana
multi,No Mercy,1,,Q836613,assistant,"Q836613 No Mercy [spotify, mb]","Q836613 No Mercy ~ No Mercy (pop band) [musical group, spotify, mb]
Q7044488 No Mercy ~ No Mercy (metal band) [musical group, mb]",Where Do You Go (1996),assistant,No Mercy,No Mercy
multi,Oasis,1,,Q382890,assistant,"Q382890 Oasis [spotify, mb]","Q382890 Oasis ~ Oasis (band) [rock band, spotify, mb]
Q3347888 Oasis ~ Oasis (1980s band) [musical group, mb]
Q7074392 Oasis ~ Oasis (American band) [rock band, mb]",Wonderwall (1995),assistant,Oasis,Oasis
multi,Paul & Linda McCartney,1,& Linda McCartney,,,,"Q9200 Paul the Apostle [human, mb, via 'Paul']
Q6317989 Justin Paul [human, mb, via 'Paul']
Q37946179 Ray Hildebrand [human, mb, via 'Paul']",Uncle Albert / Admiral Halsey (1971),multi,Paul & Linda McCartney | Paul,Paul
multi,Paul Davis,1,,Q7150165,assistant,"Q7150165 Paul Davis [spotify, mb]","Q3370989 Paul Davis ~ Paul Davis (programmer) [human, mb]
Q7149536 Paul Davis ~ Paul Brooks Davis [human, mb]
Q7150165 Paul Davis ~ Paul Davis (singer) [human, spotify, mb]",I Go Crazy (1978),assistant,Paul Davis,Paul Davis
multi,Paul Williams,1,,,,,"Q863212 Billy Paul [human, spotify, mb]
Q107038706 Paul Williams ~ Paul Williams (comedian) [human, spotify]
Q927415 Paul Williams ~ Paul Williams (songwriter) [human, spotify, mb]
Q953304 Paul Williams ~ Paul Williams (The Temptations singer) [human, mb]
Q2063152 Paul Williams ~ Paul Williams (saxophonist) [human, mb]
Q7154386 Paul Williams ~ Paul Williams (Crawdaddy) [human, mb]
Q15990362 Paul Williams ~ Paul Williams (composer) [human, mb]
Q55629286 Paul Williams ~ Paul Williams (English singer) [human, mb]",The Huckle-Buck (1949),multi,Paul Williams,Paul Williams
multi,Paul Young,1,,Q360501,assistant,"Q360501 Paul Young [spotify, mb]","Q360501 Paul Young [human, spotify, mb]
Q1935983 Paul Young ~ Paul Young (singer, born 1947) [human, mb]",Everytime You Go Away (1985),assistant,Paul Young,Paul Young
multi,Paul and Paula,1,and Paula,,,,"Q9200 Paul the Apostle [human, mb, via 'Paul']
Q6317989 Justin Paul [human, mb, via 'Paul']
Q37946179 Ray Hildebrand [human, mb, via 'Paul']",Hey Paula (1963),multi,Paul and Paula | Paul,Paul
multi,Peter Brown,1,,Q7173001,assistant,"Q7173001 Peter Brown [spotify, mb]","Q1477388 Peter Brown ~ Peter Brown (actor) [human, mb]
Q7173001 Peter Brown ~ Peter Brown (singer) [human, spotify, mb]
Q19819148 Peter Brown ~ Peter Brown (illustrator) [human, mb]",Dance with Me (1978),assistant,Peter Brown,Peter Brown
multi,Pink feat. Nate Ruess,1,feat. Nate Ruess,Q160009,assistant,"Q160009 Pink [spotify, mb]","Q124398531 Inbar Haiman [human, mb, via 'Pink']
Q160009 Pink ~ Pink (singer) [human, spotify, mb, via 'Pink']
Q11238738 Pink [musical group, mb, via 'Pink']",Just Give Me a Reason (2013),assistant,Pink feat. Nate Ruess | Pink,Pink
multi,Poison,1,,Q550602,assistant,"Q550602 Poison [spotify, mb]","Q550602 Poison ~ Poison (band) [musical group, spotify, mb]
Q7208435 Poison [musical group, mb]",Every Rose Has Its Thorn (1989),assistant,Poison,Poison
multi,Raymond Scott,1,,Q1334617,assistant,"Q1334617 Raymond Scott [spotify, mb]","Q818504 Benzino [human, mb]
Q1334617 Raymond Scott [human, spotify, mb]",The Toy Trumpet (1938),assistant,Raymond Scott,Raymond Scott
multi,Rema & Selena Gomez,1,& Selena Gomez,Q65071082,assistant,"Q65071082 Rema [spotify, mb]","Q65071082 Rema ~ Rema (musician) [human, spotify, mb, via 'Rema']
Q6794226 Mavin Records [record label, mb, via 'Rema']
Q16935180 Rema Namakula [human, mb, via 'Rema']",Calm Down (2023),assistant,Rema & Selena Gomez | Rema,Rema
multi,Rob Thomas,1,,Q754094,assistant,"Q754094 Rob Thomas [spotify, mb]","Q754094 Rob Thomas ~ Rob Thomas (musician) [human, spotify, mb]
Q2154158 Rob Thomas ~ Rob Thomas (writer) [human, mb]",Lonely No More (2005),assistant,Rob Thomas,Rob Thomas
multi,Rockwell,1,,Q1299664,assistant,"Q1299664 Rockwell [spotify, mb]","Q1299664 Rockwell ~ Rockwell (musician) [human, spotify, mb]
Q108776331 Rockwell [human, mb]",Somebody's Watching Me (1984),assistant,Rockwell,Rockwell
multi,Roger Miller,1,,Q712359,assistant,Q712359 Roger Miller [mb],"Q712359 Roger Miller [human, mb]
Q7358654 Roger Miller ~ Roger Miller (rock musician) [human, mb]",King of the Road (1965),assistant,Roger Miller,Roger Miller
multi,Rome,1,,Q952870,assistant,Q952870 Rome [mb],"Q952870 Rome ~ Rome (band) [musical group, mb]
Q53575037 Luis Jorge Romero [human, mb]",I Belong to You (Every Time I See Your Face) (1997),assistant,Rome,Rome
multi,Sam Hunt,1,,Q16223171,assistant,"Q16223171 Sam Hunt [spotify, mb]","Q16223171 Sam Hunt [human, spotify, mb]
Q7407670 Sam Hunt ~ Sam Hunt (poet) [human, mb]",Body Like a Back Road (2017),assistant,Sam Hunt,Sam Hunt
multi,Sam Smith & Kim Petras,1,& Kim Petras,Q15123969,assistant,"Q15123969 Sam Smith [spotify, mb]","Q15123969 Sam Smith [human, spotify, mb, via 'Sam Smith']
Q7408172 Sam Smith ~ Sam Smith (artist) [human, mb, via 'Sam Smith']",Unholy (2023),assistant,Sam Smith & Kim Petras | Sam Smith,Sam Smith
multi,Sam Smith & Normani,1,& Normani,Q15123969,assistant,"Q15123969 Sam Smith [spotify, mb]","Q15123969 Sam Smith [human, spotify, mb, via 'Sam Smith']
Q7408172 Sam Smith ~ Sam Smith (artist) [human, mb, via 'Sam Smith']",Dancing with a Stranger (2019),assistant,Sam Smith & Normani | Sam Smith,Sam Smith
multi,Santana featuring Michelle Branch,1,featuring Michelle Branch,Q873384,assistant,"Q873384 Santana [spotify, mb]","Q873384 Santana ~ Santana (band) [rock band, spotify, mb, via 'Santana']
Q819016 Carlos Santana [human, spotify, mb, via 'Santana']",The Game of Love (2003),assistant,Santana featuring Michelle Branch | Santana,Santana
multi,Santana featuring Rob Thomas,1,featuring Rob Thomas,Q873384,assistant,"Q873384 Santana [spotify, mb]","Q873384 Santana ~ Santana (band) [rock band, spotify, mb, via 'Santana']
Q819016 Carlos Santana [human, spotify, mb, via 'Santana']",Smooth (2000),assistant,Santana featuring Rob Thomas | Santana,Santana
multi,Santana featuring The Product G&B,1,featuring The Product G&B,Q873384,assistant,"Q873384 Santana [spotify, mb]","Q873384 Santana ~ Santana (band) [rock band, spotify, mb, via 'Santana']
Q819016 Carlos Santana [human, spotify, mb, via 'Santana']",Maria Maria (2000),assistant,Santana featuring The Product G&B | Santana,Santana
multi,Shaggy,1,,Q310763,assistant,"Q310763 Shaggy [spotify, mb]","Q310763 Shaggy ~ Shaggy (musician) [human, spotify, mb]
Q848673 Shaggy Rogers [comics character/video game character/fictional human, mb]",Boombastic (1995),assistant,Shaggy,Shaggy
multi,Shaggy featuring Rayvon,1,featuring Rayvon,Q310763,assistant,"Q310763 Shaggy [spotify, mb]","Q310763 Shaggy ~ Shaggy (musician) [human, spotify, mb, via 'Shaggy']
Q848673 Shaggy Rogers [comics character/video game character/fictional human, mb, via 'Shaggy']",Angel (2001),assistant,Shaggy featuring Rayvon | Shaggy,Shaggy
multi,"Shaggy featuring Ricardo ""RikRok"" Ducent",1,"featuring Ricardo ""RikRok"" Ducent",Q310763,assistant,"Q310763 Shaggy [spotify, mb]","Q310763 Shaggy ~ Shaggy (musician) [human, spotify, mb, via 'Shaggy']
Q848673 Shaggy Rogers [comics character/video game character/fictional human, mb, via 'Shaggy']",It Wasn't Me (2001),assistant,"Shaggy featuring Ricardo ""RikRok"" Ducent | Shaggy",Shaggy
multi,Silk,1,,Q4819920,assistant,"Q4819920 Silk [spotify, mb]","Q4819920 Silk ~ Silk (group) [musical group, spotify, mb]
Q278203 Malik Sealy [human, mb]
Q1352026 Jamaal Wilkes [human, mb]",Freak Me (1993),assistant,Silk,Silk
multi,Skylark,1,,,,,"Q2520922 Skylark ~ Skylark (Italian band) [musical group, mb]
Q7537815 Skylark ~ Skylark (Canadian band) [musical group, mb]",Wildflower (1973),multi,Skylark,Skylark
multi,Sly & the Family Stone,1,& the Family Stone,,,,"Q3459705 Sly ~ Sly (band) [musical group, mb, via 'Sly']
Q2165958 Sly Dunbar [human, mb, via 'Sly']",Thank You (Falettinme Be Mice Elf Agin) (1970),multi,Sly & the Family Stone | Sly,Sly
multi,Stephen Bishop,1,,Q3498517,assistant,"Q3498517 Stephen Bishop [spotify, mb]","Q3498517 Stephen Bishop ~ Stephen Bishop (singer) [human, spotify, mb]
Q1503615 Stephen Kovacevich [human, spotify, mb]",On and On (1977),assistant,Stephen Bishop,Stephen Bishop
multi,Steve Lacy,1,,Q56733980,assistant,"Q56733980 Steve Lacy [spotify, mb]","Q504641 Steve Lacy ~ Steve Lacy (saxophonist) [human, spotify, mb]
Q56733980 Steve Lacy [human, spotify, mb]",Bad Habit (2022),assistant,Steve Lacy,Steve Lacy
multi,Stu Phillips,1,,,,,"Q1534615 Stu Phillips ~ Stu Phillips (composer) [human, mb]
Q7626208 Stu Phillips ~ Stu Phillips (country singer) [human, mb]",Knight Rider Main Theme (1982),multi,Stu Phillips,Stu Phillips
multi,Sugarloaf,1,,,,,"Q1292212 Sugarloaf [musical group, mb]
Q1470018 Sugarloaf ~ Sugarloaf (band) [musical group, mb]",Green-Eyed Lady (1970),multi,Sugarloaf,Sugarloaf
multi,Surface,1,,Q3505241,assistant,"Q3505241 Surface [spotify, mb]","Q3505241 Surface [musical group, spotify, mb]
Q7645911 Surface ~ Surface (band) [musical group, spotify, mb]",The First Time (1991),assistant,Surface,Surface
multi,Sweet Sensation,1,,Q2372456,assistant,"Q2372456 Sweet Sensation [spotify, mb]","Q888972 Sweet Sensation ~ Sweet Sensation (group) [musical group, mb]
Q2372456 Sweet Sensation ~ Sweet Sensation (band) [musical group, spotify, mb]",If Wishes Came True (1990),assistant,Sweet Sensation,Sweet Sensation
multi,Terror Squad,1,,Q749546,assistant,Q749546 Terror Squad [mb],"Q749546 Terror Squad ~ Terror Squad (group) [musical group, mb]
Q11250611 Terror Squad [musical group, mb]",Lean Back (2004),assistant,Terror Squad,Terror Squad
multi,The Angels,1,,Q660729,assistant,"Q660729 The Angels [spotify, mb]","Q660729 The Angels ~ The Angels (Australian band) [musical group, spotify, mb]
Q1760073 The Angels ~ The Angels (American group) [musical group, mb]",My Boyfriend's Back (1963),assistant,The Angels,The Angels
multi,The Cascades,1,,Q1383058,assistant,"Q1383058 The Cascades [spotify, mb]","Q1383058 The Cascades ~ The Cascades (band) [musical group, spotify, mb]
Q56801761 The Cascades [musical group, mb]",Rhythm of the Rain (1963),assistant,The Cascades,The Cascades
multi,The Emotions,1,,Q837141,assistant,"Q837141 The Emotions [spotify, mb]","Q837141 The Emotions [musical group, spotify, mb]
Q25352148 The Emotions ~ The Emotions (doo-wop group) [musical group, mb]",Best of My Love (1977),assistant,The Emotions,The Emotions
multi,The Go-Go's,1,,Q1533339,assistant,"Q1533339 The Go-Go's [spotify, mb]","Q1533339 The Go-Go's [musical group, spotify, mb]
Q7736864 The Go-Go's ~ The Go-Go's (British band) [musical group, mb]",We Got the Beat (1982),assistant,The Go-Go's,The Go-Go's
multi,The Highwaymen,1,,Q2411961,assistant,Q2411961 The Highwaymen [mb],"Q261341 The Highwaymen [supergroup, spotify, mb]
Q2411961 The Highwaymen ~ The Highwaymen (folk band) [musical group, mb]",Michael (1961),assistant,The Highwaymen,The Highwaymen
multi,The Impalas,1,,Q7741516,assistant,Q7741516 The Impalas [mb],"Q7741516 The Impalas [musical group, mb]
Q7743198 The Jewels [musical group, mb]",Sorry (I Ran All the Way Home) (1959),assistant,The Impalas,The Impalas
multi,The Knack,1,,Q1427240,assistant,"Q1427240 The Knack [spotify, mb]","Q1427240 The Knack [musical group, spotify, mb]
Q22121782 The Knack ~ The Knack (1960s US band) [musical group, mb]
Q22121783 The Knack ~ The Knack (British band) [musical group, mb]",My Sharona (1979),assistant,The Knack,The Knack
multi,The Moments,1,,Q7751957,assistant,Q7751957 The Moments [mb],"Q7751957 The Moments ~ The Moments (English band) [musical group, mb]
Q476140 Ray, Goodman & Brown [musical group, spotify, mb]",Love on a Two-Way Street (1970),assistant,The Moments,The Moments
multi,The Sensations,1,,Q7763291,assistant,Q7763291 The Sensations [mb],"Q7763291 The Sensations [musical group, mb]
Q16875398 The Sensations ~ The Sensations (Jamaican group) [musical group, mb]",Let Me In (1962),assistant,The Sensations,The Sensations
multi,The Surfaris,1,,Q2165679,assistant,"Q2165679 The Surfaris [spotify, mb]","Q2165679 The Surfaris [musical group, spotify, mb]
Q2413253 The Original Surfaris [musical group, mb]",Wipe Out (1963),assistant,The Surfaris,The Surfaris
multi,The Turtles,1,,Q627470,assistant,"Q627470 The Turtles [spotify, mb]","Q627470 The Turtles [musical group, spotify, mb]
Q17223977 The Turtles [musical group, mb]",Happy Together (1967),assistant,The Turtles,The Turtles
multi,The Wolverines,1,,Q428475,assistant,Q428475 The Wolverines [mb],"Q428475 The Wolverines ~ The Wolverines (jazz band) [musical group, mb]
Q7775453 The Wolverines ~ The Wolverines (rock band) [musical group, mb]",Copenhagen (1924),assistant,The Wolverines,The Wolverines
multi,Warrant,1,,Q1631685,assistant,"Q1631685 Warrant [spotify, mb]","Q317085 Warrant ~ Warrant (German band) [musical group, mb]
Q1631685 Warrant ~ Warrant (American band) [rock band, spotify, mb]",Heaven (1989),assistant,Warrant,Warrant
multi,We Five,1,,Q7977554,assistant,"Q7977554 We Five [spotify, mb]","Q7977554 We Five [musical group, spotify, mb]
Q20086421 We Five [musical group, mb]",You Were on My Mind (1965),assistant,We Five,We Five
multi,"William Daniels, Original Broadway Cast of 1776",1,", Original Broadway Cast of 1776",Q370181,assistant,Q370181 William Daniels [mb],"Q370181 William Daniels [human, mb, via 'William Daniels']
Q4912425 Billy Daniels [human, mb, via 'William Daniels']","Sit Down, John (1969)",assistant,"William Daniels, Original Broadway Cast of 1776 | William Daniels",William Daniels
